3324110013,3324110,PAMRIYAN
3324110018,3324110,JENARSARI
3324110019,3324110,PONCOREJO
3324110020,3324110,GEBANG
3324110021,3324110,KROMPAAN
3324110022,3324110,SEDAYU
3324110023,3324110,GEMUHBLANTEN
3324110024,3324110,TAMANGEDE
3324110025,3324110,LUMANSARI
3324110026,3324110,JOHOREJO
3324110027,3324110,TLAHAB
3324110028,3324110,PUCANGREJO
3324111001,3324111,NGERJO
3324111002,3324111,KEDUNGASRI
3324111003,3324111,KEDUNGGADING
3324111004,3324111,RINGINARUM
3324111005,3324111,TEJOREJO
3324111006,3324111,NGAWENSARI
3324111007,3324111,WUNGUREJO
3324111008,3324111,ROWOBRANTEN
3324111009,3324111,MOJO
3324111010,3324111,PURWOREJO
3324111011,3324111,PAGERDAWUNG
3324111012,3324111,CARUBAN
3324120001,3324120,SIDOMUKTI
3324120002,3324120,PENYANGKRINGAN
3324120003,3324120,BUMIAYU
3324120004,3324120,MANGGUNGSARI
3324120005,3324120,SUMBERAGUNG
3324120006,3324120,NGASINAN
3324120007,3324120,WELERI
3324120008,3324120,NAWANGSARI
3324120009,3324120,KARANGDOWO
3324120010,3324120,PENARUBAN
3324120011,3324120,SAMBONGSARI
3324120012,3324120,KARANGANOM
3324120013,3324120,PAYUNG
3324120014,3324120,PUCUKSARI
3324120015,3324120,TRATEMULYO
3324120016,3324120,MONTONGSARI
3324130001,3324130,TAMBAKSARI
3324130002,3324130,TANJUNGSARI
3324130003,3324130,PARAKAN
3324130004,3324130,WONOTENGGANG
3324130005,3324130,RANDUSARI
3324130006,3324130,KARANGSARI
3324130007,3324130,TANJUNGANOM
3324130008,3324130,SENDANGDAWUHAN
3324130009,3324130,POJOKSARI
3324130010,3324130,KEBONSARI
3324130011,3324130,BULAK
3324130012,3324130,GEBANGANOM
3324130013,3324130,ROWOSARI
3324130014,3324130,JATIPURWO
3324130015,3324130,GEMPOLSEWU
3324130016,3324130,SENDANG SIKUCING
3324140001,3324140,SENDANGKULON
3324140002,3324140,SENDANGDAWUNG
3324140003,3324140,SUKODADI
3324140004,3324140,KALIYOSO
3324140005,3324140,GEBANGANOM WETAN
3324140006,3324140,KADILANGU
3324140007,3324140,TRUKO
3324140008,3324140,LEBOSARI
3324140009,3324140,KANGKUNG
3324140010,3324140,LABAN
3324140011,3324140,KARANGMALANG WETAN
3324140012,3324140,JUNGSEMI
3324140013,3324140,TANJUNGMOJO
3324140014,3324140,REJOSARI
3324140015,3324140,KALIREJO
3324150001,3324150,PANDES
3324150002,3324150,PODOSARI
3324150003,3324150,BOTOMULYO
3324150004,3324150,GONDANG
3324150005,3324150,KARANGSUNO
3324150006,3324150,CEPIRING
3324150007,3324150,KARANGAYU
3324150008,3324150,SIDOMULYO
3324150009,3324150,DAMARSARI
3324150010,3324150,JUWIRING
3324150011,3324150,KALIAYU
3324150012,3324150,KALIRANDU GEDE
3324150013,3324150,KOROWELANG KULON
3324150014,3324150,KOROWELANG ANYAR
3324150015,3324150,MARGOREJO
3324160001,3324160,LANJI
3324160002,3324160,DONOSARI
3324160003,3324160,MARGOSARI
3324160004,3324160,BULUGEDE
3324160005,3324160,TAMBAKREJO
3324160006,3324160,KEBONHARJO
3324160007,3324160,PURWOSARI
3324160008,3324160,JAMBEARUM
3324160009,3324160,PURWOKERTO
3324160010,3324160,SUKOLILAN
3324160011,3324160,BANGUNREJO
3324160012,3324160,KUMPULREJO
3324160013,3324160,MAGERSARI
3324160014,3324160,WONOSARI
3324160015,3324160,KARTIKAJAYA
3324160016,3324160,BANGUNSARI
3324160017,3324160,PIDODO WETAN
3324160018,3324160,PIDODO KULON
3324170001,3324170,SUKODONO
3324170002,3324170,CANDIROTO
3324170003,3324170,TROMPO
3324170004,3324170,JOTANG
3324170005,3324170,TUNGGULREJO
3324170006,3324170,SIJERUK
3324170007,3324170,JETIS
3324170008,3324170,BUGANGIN
3324170009,3324170,LANGENHARJO
3324170010,3324170,KALIBUNTU WETAN
3324170011,3324170,KEBONDALEM
3324170012,3324170,KETAPANG
3324170013,3324170,BANYUTOWO
3324170014,3324170,KARANG SARI
3324170015,3324170,PATUKANGAN
3324170016,3324170,PEGULON
3324170017,3324170,PAKAUMAN
3324170018,3324170,NGILIR
3324170019,3324170,BALOK
3324170020,3324170,BANDENGAN
